vertex_index,distance,angle,elev,x,y,relief,velocity
62,268.48606831895222,153.98508298117244,260.617,1026081.529,-537161.623,11.789,6.446
63,272.90287861351402,143.91467623760892,261.070,1026084.131,-537165.193,11.680,6.446
64,277.31968890800727,153.00122877223080,261.391,1026086.732,-537168.762,11.492,6.446
65,280.79226143398000,162.08778130532863,261.664,1026087.800,-537172.066,11.273,6.446
66,284.26483395998855,162.08778130532866,261.805,1026088.868,-537175.370,11.250,6.446
67,287.73740648596129,159.76519487346920,262.078,1026089.936,-537178.675,11.117,6.446
68,292.23989843401137,157.44260844001184,262.375,1026091.663,-537182.833,11.055,6.446
69,296.74239038210612,157.44260844001184,262.664,1026093.391,-537186.991,10.953,6.446
70,301.24488233015620,161.33308334383619,262.922,1026095.118,-537191.149,10.828,6.446
71,305.47863776075621,165.22355824773820,263.172,1026096.198,-537195.243,10.828,6.446
72,309.71239319132656,166.40943105490479,263.383,1026097.277,-537199.336,10.688,6.446
73,313.39375569211495,167.59530386111513,263.570,1026098.068,-537202.932,10.664,6.446
74,317.07511819278960,167.59530386111513,263.695,1026098.859,-537206.527,10.461,6.446
75,320.75648069357800,158.79659572725322,263.797,1026099.650,-537210.123,10.281,6.446
76,324.76681838363589,149.99788759247659,263.914,1026101.655,-537213.596,10.273,6.446
77,328.77715607375200,149.99788759247659,264.086,1026103.661,-537217.068,10.164,6.446
78,332.78749376380989,149.99788759319674,264.258,1026105.666,-537220.541,10.078,6.446
79,336.79783145386779,158.18139892612473,264.445,1026107.671,-537224.014,9.969,6.446
80,341.52057322974258,166.36491025819996,264.719,1026108.784,-537228.604,9.813,6.446
81,346.24331500553171,166.36491025819996,265.031,1026109.898,-537233.194,9.539,6.945
82,350.96605678140651,169.22521430749748,265.445,1026111.011,-537237.783,9.492,6.945
83,355.38603095844985,172.08551835594230,265.805,1026111.620,-537242.161,9.641,6.945
84,359.80600513549319,161.39045121233175,266.023,1026112.228,-537246.539,9.867,6.945
85,364.22468556679354,150.69538406835179,266.188,1026114.391,-537250.392,9.922,6.496
86,368.64336599799242,150.69538406835179,266.320,1026116.554,-537254.246,9.813,6.496
87,373.06204642929271,162.42064062365907,266.422,1026118.717,-537258.099,9.688,6.496
88,376.64510994404674,174.14589717767100,266.461,1026119.082,-537261.663,9.625,6.496
89,380.22817345881265,174.14589717767100,266.516,1026119.447,-537265.228,9.453,6.496
90,383.81123697356662,162.00097010514804,266.602,1026119.813,-537268.792,9.234,6.496
91,388.40954863720424,149.85604303169916,266.805,1026122.122,-537272.768,8.992,6.496
92,393.00786030084174,149.85604303143617,267.023,1026124.431,-537276.745,8.797,6.496
93,397.60617196463846,149.85604303143620,267.211,1026126.740,-537280.721,8.703,6.496
94,402.20448362827602,152.57539855302539,267.344,1026129.050,-537284.698,8.672,6.496
95,406.88807381564544,155.29475407464929,267.492,1026131.007,-537288.953,8.672,6.496
96,411.57166400312065,155.29475407400236,267.695,1026132.965,-537293.208,8.625,6.496
97,416.25525419053872,155.29475407400236,267.938,1026134.922,-537297.462,8.555,6.496
98,420.93884437801393,155.29475407464929,268.195,1026136.880,-537301.717,8.516,6.496
99,425.62243456538334,152.21191115704457,268.414,1026138.837,-537305.972,8.422,6.496
100,430.37418743897825,149.12906824069998,268.688,1026141.275,-537310.051,8.453,6.496
101,435.12594031261335,149.12906824069998,268.836,1026143.713,-537314.129,8.563,6.496
102,439.87769318620826,138.20685044005106,268.984,1026146.151,-537318.208,8.641,6.496
103,444.50264729553510,127.28463264050154,269.070,1026149.831,-537321.010,8.641,6.496
104,449.12760140502519,127.28463264050158,269.195,1026153.511,-537323.811,8.625,6.496
105,453.75255551435208,140.58075720636353,269.414,1026157.191,-537326.613,8.602,6.496
106,457.42480216111238,153.87688177194684,269.539,1026158.808,-537329.910,8.617,6.496
107,461.09704880802855,150.76383122066588,269.727,1026160.425,-537333.207,8.664,6.496
108,465.27764942861097,147.65078067047440,269.914,1026162.662,-537336.739,8.813,6.496
109,469.45825004913110,162.40260276368352,270.086,1026164.899,-537340.271,9.063,6.496
110,473.74385738806438,177.15442485621870,270.211,1026165.111,-537344.551,9.141,6.496
111,478.02946472699767,185.95589779913212,270.367,1026165.324,-537348.831,9.125,6.496
